,label,token
4511,"[12 12  6 12 22  3 12 12 12 16 16 12 22  3 12  3 12 12 12 22 16 12 12 16
 12  0  3 12  0 12 12 22  3 12 16 12 12  1  6 12 12 16 12 22  5]","['روند', 'كار', 'اين', 'گونه', 'بود', 'كه', 'بخار', 'رطوبت', 'هوا', 'را', 'به', 'تؤخير', 'ميانداختند', 'و', 'رطوبتي', 'كه', 'بر', 'سطح', 'مواد', 'مينشست', 'با', 'كمك', 'انرژي', 'از', 'كلكتورهاي', 'خورشيدي', 'و', 'دستگاه', 'الكتريكي', 'باد', 'جذب', 'ميشد', 'و', 'بعد', 'از', 'جمعآوري', 'شدن', 'مجددا', 'اين', 'دستگاهها', 'آب', 'را', 'پس', 'ميدادند', '.']"
4512,"[16 12  0  3 12  3 12 12 16 12  3 12 12 12 22  5 12 16 12 12 12  1 12 22
  5]","['در', 'مناطق', 'دوردست', 'و', 'مناطقي', 'كه', '100', 'كيلومتر', 'تا', 'دريا', 'و', 'سواحل', 'دريا', 'فاصله', 'دارند', '،', 'آب', 'از', 'دستگاه', 'اختراعي', 'ربيگر', 'ارزانتر', 'تهيه', 'ميشود', '.']"
4513,[ 3 12  3 22  0 12 12 12 22  5  3 12 18 16  3 16 12  0 22  5],"['امّا', 'مسالهاي', 'كه', 'ميماند', 'شيرين', 'كردن', 'آب', 'درياها', 'است', '،', 'كه', 'ربيگر', 'آن', 'را', 'هم', 'به', 'حساب', 'آورده', 'است', '.']"
4514,[18 12  0 16 12 22  5],"['آنها', 'لولههاي', 'جداگانه', 'را', 'احداث', 'ميكنند', '.']"
4515,"[16 12 12 12 12 12 12 12 12 22  3 12  0  5 12 12 16 12 22  3 22 16 12  0
 16 12  0 16 12 16 12  3  0 16 12  0 12 22  5 12 22  5]","['در', '1000', 'ليتر', 'هواي', 'صحراها', '3', 'گرم', 'آب', 'نگهداري', 'ميشود', 'كه', 'مخزن', 'بيپايان', '،', 'آب', 'كانتينر', 'را', 'ذخيره', 'ميكند', 'كه', 'بايد', 'به', 'طور', 'غيرمتمركز', 'از', 'آب', 'موجود', 'در', 'كانتينر', 'در', 'محلهايي', 'كه', 'دورتر', 'از', 'شهرهاي', 'بياباني', 'قرار', 'دارد', '،', 'استفاده', 'كرد', '.']"
4516,"[12 12 12 12  6 12 16 12  3  1  0 16 12  3 16 12 12  0 12 22 16 16  0 12
 12 12 12  0 22  5]","['مإسسه', 'صنعت', 'نفت', 'توجه', 'آن', 'دسته', 'از', 'دانشمنداني', 'كه', 'اغلب', 'دور', 'از', 'تمدن', 'و', 'در', 'زير', 'آفتاب', 'سوزان', 'كار', 'ميكنند', 'را', 'به', 'عملي', 'شدن', 'پروژه', 'تهيه', 'آب', 'معطوف', 'ميكند', '.']"
4517,[ 1  6 12 12 12 12 22  5],"['البته', 'اين', 'موضوع', 'طبق', 'خواسته', 'ربيگر', 'است', '.']"
4518,"[12 12 16 12  5 12 12 16 12 12 12  3 16 12  9 12 12 12 22  3 16 12 12 12
 22  5]","['صرف', 'نظر', 'از', 'خشكسالي', '،', '300', 'نفر', 'از', 'اهالي', 'روستاي', 'چونگونگ', 'كه', 'در', '500', 'كيلومتري', 'پايتخت', 'سانتياگو', 'قرار', 'دارند', 'كه', 'از', 'كمبود', 'آب', 'رنج', 'ميبرند', '.']"
4519,"[ 6 12 16 12 20 12 12 16 12 12 12 12 12 22 16 12  3 12 16 12 12 12 16 12
 16  0 12 12 12 12 22  5]","['اين', 'مردم', 'به', 'ازاي', 'هر', 'يك', 'نفر', 'در', 'روز', '14', 'ليتر', 'آب', 'مصرف', 'ميكنند', 'در', 'صورتي', 'كه', 'اروپاييان', 'به', 'فاصله', 'يك', 'زمان', 'از', 'روي', 'بي', 'فكري', '200', 'ليتر', 'آب', 'مصرف', 'ميكنند', '.']"
4520,"[16 12 12 12 12 16 12 12 12 22  3 12 12 12 12 16 12 12  0 22  3 12 16 12
 12 12 22  5]","['در', 'منطقه', 'چونگونگ', '300', 'روز', 'در', 'سال', 'ابر', 'جمع', 'ميشود', 'و', 'يك', 'ميليون', 'ذره', 'مه', 'به', 'لولهها', 'راه', 'پيدا', 'ميكنند', 'و', 'تبديل', 'به', 'يك', 'قطره', 'آب', 'ميشوند', '.']"
4521,[12 16 12  0 12 12 12 22  3 16  6 12 20 12  0 22  5],"['مهندسين', 'به', 'تكنولوژي', 'وسيع', 'انرژي', 'خورشيد', 'اميد', 'بستهاند', 'و', 'روي', 'اين', 'موضوع', 'خيلي', 'حساب', 'باز', 'كردهاند', '.']"
4522,[ 1 20 12  1  3  0  3  0  5 12  0  1 12 22  5],"['البته', 'همه', 'جا', 'حالا', 'يا', 'دورتر', 'يا', 'نزديكتر', '،', 'آب', 'آشاميدني', 'بهراحتي', 'تؤمين', 'ميشود', '.']"
4523,"[16 12 12  1 12  3 12 12 16  0 22 16 12 12  3 12 12  0  0  3 12 12  0 12
 22  0  0 22  3  6 12 16 12  0 12  3 12 12 22  5]","['به', 'طور', 'مثال', 'امروزه', 'دستگاهي', 'كه', 'آب', 'دريا', 'را', 'شيرين', 'ميكند', 'در', 'عربستان', 'جايي', 'كه', 'مركز', 'حكومت', 'قدرتمند', 'سعودي', 'و', 'توليدكننده', 'نفت', 'دولتي', 'قرار', 'دارد', 'مستقر', 'شده', 'است', 'كه', 'اين', 'دستگاه', 'با', 'متروپلهاي', 'زياد', 'رطوبت', 'و', 'نم', 'ايجاد', 'ميكند', '.']"
4524,[ 6 21 12 12 16 12  1 16 12  0 12 22  5],"['اين', 'گونه', 'تهيه', 'آب', 'در', 'آسيا', 'بيشتر', 'در', 'خاور', 'نزديك', 'انجام', 'ميشود', '.']"
4525,[ 3 10 12 12 20 12 12 12 22  5],"['اما', 'تقريبا', '3', 'دلار', 'هر', 'مترمكعب', 'آب', 'هزينه', 'برميآورد', '.']"
4526,[ 3 18 12 12 12 16 16  6 12 16 12 22  5],"['و', 'اين', 'علت', 'احداث', 'ساختمان', 'را', 'در', 'اين', 'مناطق', 'به', 'مشكل', 'واميدارد', '.']"
4527,[22 12  0 16  6 12 12 22  5],"['بايد', 'امكانات', 'كمكي', 'در', 'اين', 'مناطق', 'فراهم', 'بشود', '.']"
4528,[12 16 18 22 12 12 16  6 12  0 22  5],"['قبل', 'از', 'همه', 'بايد', 'دستگاه', 'تقطير', 'در', 'اين', 'مناطق', 'مستقر', 'شود', '.']"
4529,"[12  3 12 12 12  6 12 22  3  5 12  5 12 22  5 12  0 12 12 12 16 12 12  3
 16 12 12  5 12 12 22 12 22  5]","['اصول', 'و', 'كاركرد', 'دستگاه', 'تقطير', 'اين', 'گونه', 'است', 'كه', ')', 'باواري', '(', 'توصيف', 'ميكند', ':', 'موج', 'كوتاه', 'تابش', 'نور', 'خورشيد', 'از', 'ميان', 'شيشههايي', 'كه', 'به', 'ضخامت', '5', '/', '2', 'ميليمتر', 'هستند', 'نفوذ', 'ميكند', '.']"
4530,[ 6 12 12 12 16 22  5],"['اين', 'شيشهها', 'سطح', 'دستگاه', 'را', 'پوشاندهاند', '.']"
4531,[12 12 12  0  5 16 12 12 12  0  0 22  5],"['لايه', 'سيستم', 'دستگاه', 'مستقر', '،', 'در', 'نتيجث', '100', 'درجه', 'سانتيگراد', 'گرم', 'ميشود', '.']"
4532,[ 3 16 12 12 12  3 16 12  0 22 12 12 16 12  0 22  5],"['سپس', 'از', 'ميان', 'سيستم', 'لولهاي', 'كه', 'به', 'دستگاه', 'متصل', 'است', 'آب', 'دريا', 'به', 'لوله', 'كشيده', 'ميشود', '.']"
4533,[ 6 12 16 12 12 16 12  1  0 22  5],"['اين', 'روند', 'در', 'مدرسه', 'شيمي', 'در', 'آزمايشگاه', 'كاملا', 'عملي', 'است', '.']"
4534,[12 16 12 12 12 12  3  0 22  3 16 12  3 12 12 16  0 12 12 22  5],"['50', 'تا', '70', 'درصد', 'آب', 'تبخير', 'و', 'متراكم', 'ميشوند', 'و', 'توسط', 'شيشهاي', 'كه', 'دستگاه', 'تقطير', 'را', 'پوشانده', 'شبنم', 'جمعآوري', 'ميشود', '.']"
4535,[16 21 12 12  0  0 22  3 20 12  3 12 16 12 12 22  5],"['در', 'چنين', 'صورتي', 'آب', 'بهدست', 'خالص', 'است', 'و', 'هيچ', 'املاح', 'و', 'نمكي', 'در', 'آب', 'باقي', 'نميماند', '.']"
4536,[12  3  6 12 16 12 12 12 22  3 16 20 12 12 12 12  0 12 22  5],"['دستگاه', 'و', 'اين', 'سيستم', 'در', 'جزيره', 'كاناري', 'قرار', 'دارد', 'كه', 'از', 'هر', 'مترمكعب', '5', 'ليتر', 'آب', 'خالص', 'توليد', 'ميكند', '.']"
4537,[ 3  6 12 16 12  0 16 12 16 12 12 12 22  5 12 16  6 12 12  3 12 22  5],"['آيا', 'اين', 'دستگاه', 'به', 'حد', 'كافي', 'از', 'انتظار', 'براي', 'كمبود', 'آب', 'جلوگيري', 'ميكند', '؟', 'كارشناسان', 'در', 'اين', 'مورد', 'شك', 'و', 'ترديد', 'دارند', '.']"
4538,[12  5 12  0  3  0 22  3 18 12  1 12 22  5],"['مساله', '،', 'مساله', 'فني', 'و', 'علمي', 'نيست', 'بلكه', 'خود', 'فرد', 'اينجا', 'مساله', 'است', '.']"
4539,[12 12 12 12 12 12 12 22 16 12  3 12 12 12 16 12 12  3  0 12  0 22 22  5],"['56', 'درصد', 'ذخيره', 'آب', 'صرف', 'آبياري', 'چمنها', 'ميشود', 'در', 'صورتي', 'كه', '71', 'درصد', 'آب', 'براي', 'زمينهاي', 'كشاورزي', 'و', 'زراعي', 'اختصاص', 'داده', 'شده', 'است', '.']"
4540,[ 1  0 12 16 12  0  3 12  0 12 22  5],"['اغلب', 'بيشترين', 'اسرافكاري', 'را', 'كشورهاي', 'بيچاره', 'و', 'جهان', 'سوم', 'انجام', 'ميدهند', '.']"
4541,"[12 12 12 12  5 12  3 12  5 12 12 12  1 12 12  0  3  0 16 16 12 12 12 22
  5]","['ولاد', 'گوجرسي', 'فيلم', 'كودك', '""', 'كُنِپكا', 'و', 'آنتون', '""', 'كارگردان', 'كارولين', 'لينك', 'رويهم', 'دو', 'كار', 'مستقل', 'و', 'جداگانهاي', 'را', 'به', 'روي', 'پردههاي', 'سينما', 'آورد', '.']"
4542,[ 0 12 18 12  0  5 16 12 12  3 12  5  1  0 22  3 12 12 12 22  5],"['نخستين', 'هنرنمايي', 'او', 'فيلم', 'هنري', '""', 'به', 'سمت', 'سكوت', 'و', 'آرامش', '""', 'آنقدر', 'موفقيتآميز', 'بود', 'كه', 'كانديداي', 'جايزه', 'اسكار', 'شد', '.']"
4543,[ 3 18  1 12  0 12  3  0  3  0 16  6 12 22  5],"['و', 'ما', 'دوباره', 'كار', 'فارغ', 'بال', 'و', 'بيخيال', 'و', 'سبكسرانه', 'از', 'اين', 'كارگردان', 'ميبينيم', '.']"
4544,[16  6 12  5 12 12  0 16  0  3  0 22 16 12  3 12 22 12 22  5],"['در', 'اين', 'فيلم', '،', 'كارگردان', 'قهرمان', 'نوجوانش', 'را', 'بالا', 'و', 'بالاتر', 'ميبرد', 'تا', 'جايي', 'كه', 'كودك', 'ميتواند', 'خيز', 'بردارد', '.']"
4545,[12  3 16 12  0 18 16 12 22  5],"['كودكي', 'كه', 'در', 'خيالات', 'واهي', 'خود', 'به', 'سر', 'ميبرد', '.']"
4546,"[12  5 12  3 12  5 12 12 12 16 12 12 12  0  0 22  3 12 16 12 12  0  3  0
 16 12  6 12  0 12 18 16 22  5]","['كتاب', ')', 'كنپكا', 'و', 'آنتون', '(', 'نوشته', 'اريك', 'كِسنِر', 'در', 'نودمين', 'سال', 'قرن', 'حاضر', 'نوشته', 'شده', 'و', 'كارگردان', 'با', 'يك', 'اقدام', 'جسورانه', 'و', 'شجاعانه', 'از', 'روي', 'اين', 'داستان', 'دومين', 'فيلم', 'خود', 'را', 'ميسازد', '.']"
4547,"[12  6 12 16 16 12 12 12 16 12  3 12 22 22  5  6 12 12 22  3 12  1  0 22
  5]","['كنسر', 'اين', 'داستان', 'را', 'در', 'يك', 'اقدام', 'خونخواهي', 'براي', 'زندگي', 'كه', 'ضربان', 'نداشت', 'نوشت', '،', 'اين', 'زندگي', 'برلين', 'بود', 'امّا', 'مونيخ', 'نسبتا', 'آرام', 'بود', '.']"
4548,"[ 3  6 12  0  1  0  3  0  3  0 12  0 22  3  3 12  3 12  3 16 12  6 12 16
 12 22 16 12  3 12 12  3 22  0 22  5]","['اما', 'اين', 'ايده', 'شجاعانه', 'آنقدر', 'سازنده', 'و', 'ثمربخش', 'و', 'موفقيتآميز', 'نشان', 'داده', 'شد', 'كه', 'نهتنها', 'بچهها', 'بلكه', 'بزرگترها', 'هم', 'با', 'ديدن', 'اين', 'فيلم', 'به', 'وجد', 'ميآمدند', 'به', 'طوري', 'كه', 'يك', 'دقيقه', 'هم', 'نميتوانستند', 'دلتنگ', 'بمانند', '.']"
4549,[12 12  3 12  0 16 12 12 16 12  0  1  0 22  3  1  0  3  0 16 12 22  5],"['تشريح', 'اصول', 'و', 'موازين', 'اخلاقي', 'در', 'تاريخ', 'كسنر', 'در', 'فيلم', 'سينمايي', 'آنقدر', 'ترو', 'ميشوند', 'كه', 'اصلا', 'كسلكننده', 'و', 'منسوخشده', 'به', 'نظر', 'نميرسند', '.']"
4550,[12  0 12 12 16 12 12 16 12 12 12 22  3 12 16 12 12  0 22  5],"['مدير', 'چاق', 'پگ', 'همراه', 'با', 'پدر', 'كنپكا', 'در', 'فيلم', 'طوري', 'جلوه', 'ميكنند', 'كه', 'لاغري', 'در', 'مقابل', 'چاقي', 'نمايان', 'ميشود', '.']"
4551,"[12  0  3  0 12 12 22  5 12 18 16 12 12 12 22  5 12  0  3 18 16  0  0 22
  5]","['استادي', 'حواسپرت', 'كه', 'متخصص', 'جراحي', 'قلب', 'است', ')', 'نقش', 'او', 'را', 'اوگوست', 'سيرنو', 'بازي', 'ميكند', '(', 'مادر', 'عصباني', 'كه', 'همه', 'را', 'كلافه', 'كرده', 'است', '.']"
4552,[12  0  0 16 12 16 12  0  3 12  0 22  5 12  6 12 12 12 22  5  5],"['بانوي', 'اشرافي', 'بيش', 'از', 'حد', 'به', 'امور', 'خيريه', 'و', 'نيكوكاري', 'علاقمند', 'است', ')', 'بازيگر', 'اين', 'نقش', 'يولينا', 'كولر', 'است', '(', '.']"
4553,[12  3 12 18 16 12 12 16 12 22  3 12 16  0 22  5],"['عشق', 'و', 'علاقه', 'او', 'به', 'امور', 'نيكوكاري', 'تا', 'اندازهاي', 'است', 'كه', 'شورش', 'را', 'درآورده', 'است', '.']"
4554,[ 5 12 12  5 12 12 16 12 22  3 12 12  0 16  5 12 12  5 12 22  5],"[')', 'ماكس', 'فلدز', '(', 'نقش', 'آنتون', 'را', 'بازي', 'ميكند', 'و', 'نقش', 'مادر', 'مريض', 'را', ')', 'مري', 'بيكر', '(', 'بازي', 'ميكند', '.']"
4555,[12 12 16 12 12 22  3 12 16 18 12 22  5],"['حقيقت', 'روح', 'در', 'روح', 'چيزي', 'است', 'كه', 'كسنر', 'به', 'آن', 'اعتقاد', 'دارد', '.']"
4556,[16 12  1 16 12  0 12 16 12 12 22 16 12  0 22  5],"['در', 'يك', 'بعدازظهر', 'به', 'طور', 'پنهاني', 'پسر', 'به', 'مادر', 'كمك', 'ميكند', 'تا', 'بستني', 'درست', 'كند', '.']"
4557,[ 3  6 12  3 16 12 12 16 12  0 12  0 16 12  3 12  3 16  6 12 12 22  5],"['و', 'آن', 'طور', 'كه', 'در', 'مورد', 'زندگي', 'در', 'متن', 'اصلي', 'صحبت', 'شده', 'در', 'سينما', 'و', 'فيلم', 'هم', 'به', 'همان', 'گونه', 'ظاهر', 'ميشود', '.']"
4558,[12 22  3 12 16 16 12 22  5],"['پسر', 'ميترسد', 'كه', 'مادر', 'را', 'از', 'دست', 'بدهد', '.']"
4559,[ 3 16 18  3 12 12 22  5 16 12  0 12 12 22  5],"['پس', 'براي', 'اين', 'كه', 'پول', 'جمع', 'كند', '،', 'روي', 'پل', 'مشغول', 'كبريت', 'فروختن', 'ميشود', '.']"
4560,[ 3 20 12 22 12 16 12 22  3 10 12 12  3 22 22  5],"['اما', 'هر', 'چه', 'ميكوشد', 'پولي', 'به', 'دست', 'نميآورد', 'و', 'حتي', 'يك', 'كبريت', 'هم', 'نميتواند', 'بفروشد', '.']"
4561,[ 5 12  3 12  5 16 12 22  3 12  0 22  3 18  3 16 12  0  0 22  5],"['""', 'كنپكا', 'و', 'آنتون', '""', 'به', 'جايي', 'ميروند', 'كه', 'بچههاي', 'فرانسوي', 'هستند', 'و', 'آنها', 'نيز', 'با', 'بچههاي', 'فرانسوي', 'همگروه', 'ميشوند', '.']"
4562,[12 12  0 16  5 12 12  5 12 22  5],"['نقش', 'زن', 'اشرافي', 'را', ')', 'سيبل', 'سيلويا', '(', 'بازي', 'ميكند', '.']"
4563,[ 3 12  0 16  6 12  3 12  0  0 12 22  5],"['و', 'پيشخدمت', 'خوشمعاشرت', 'با', 'آن', 'خوشرفتاري', 'و', 'چربزباني', 'تملقآميزش', 'نفرتانگيز', 'نشان', 'ميدهد', '.']"
4564,[12 18 16  5 12 12  5 12 22  5],"['نقش', 'او', 'را', ')', 'بُن', 'فورمان', '(', 'بازي', 'ميكند', '.']"
4565,[12  0  3 16  6 12  1  1  0  0 16  5 12 12  5 12 22  5],"['برتاي', 'چاق', 'كه', 'در', 'اين', 'داستان', 'بسيار', 'زيبا', 'نمايان', 'شده', 'توسط', ')', 'گودرون', 'اكسار', '(', 'بازي', 'ميشود', '.']"
4566,[12 12 12  0 16 12 12 12  0 22  5],"['كارولينا', 'لينك', 'قدري', 'كم', 'به', 'موضوع', 'داستان', 'رنگ', 'داده', 'است', '.']"
4567,[16 12 18 12  3 12  5 12 12  3 12  0  5 12 16 16 12 22  5],"['در', 'فيلم', 'او', 'آواز', 'و', 'ترانه', '،', 'تؤتر', 'سايه', 'و', 'تاريخ', 'دلچسبكننده', '،', 'انسان', 'را', 'به', 'فكر', 'فروميبرد', '.']"
4568,"[12 12  5 12  5 12  0  5 12 12  0 12  5 12 12 16 16 12 12 16 12 12  0 22
  5]","['گوستاو', 'زيبت', '/', 'فرانكفورت', ':', 'كشتار', 'دستهجمعي', '،', 'سه', 'دايره', 'قابل', 'بحث', '،', 'موش', 'سوكرمان', 'را', 'از', 'آلمان', 'بعد', 'از', 'اتحاد', 'كشور', 'جدا', 'ميكند', '.']"
4569,"[ 4 12  0  5  5 12 16 12 12 16 12 12  0 16 12  5  5 12  0  5  5 12 16 12
 12  5 12 12  5 16 12  5 12  0 12  5  5]","['#', 'بحث', 'اول', '#', '#', 'بحث', 'در', 'مورد', 'يادبودي', 'براي', 'قربانيان', 'كشتار', 'دستهجمعي', 'در', 'برلين', '#', '#', 'بحث', 'دوم', '#', '#', 'بحث', 'در', 'مورد', 'كتاب', '""', 'دانيال', 'كلدخاگن', '""', 'در', 'كتاب', '""', 'ميتلر', 'جلاد', 'داوطلب', '""', '.']"
4570,[ 5  5 12  0  5 12  0 16 12 12  3 16 12 12 16 12  0  0 12 22  5],"['#', '#', 'بحث', 'سوم', ':', 'نبرد', 'مبرم', 'در', 'مورد', 'نمايشگاهي', 'كه', 'در', 'مورد', 'جنايات', 'در', 'جنگ', 'جهاني', 'دوم', 'صحبت', 'ميكند', '.']"
4571,"[ 5 12 12 12 12 12 12 16 12 12  0 22  3 12 16 12 12 16 21 12 12  0  0  0
 22  5]","['#', 'كتاب', 'تاريخ', 'اسراايل', 'نوشته', 'موش', 'سوكرمان', 'در', 'سال', '1998', 'منتشر', 'شد', 'و', 'بعد', 'از', 'چاپ', 'كتاب', 'تا', 'چندين', 'ماه', 'درگيريهاي', 'لفظي', 'بالا', 'گرفته', 'بود', '.']"
4572,[ 3  6 12 16 12 12 12 16 12 12 22  3 16 12 12 12 16  6 12 12 12 22  5],"['چراكه', 'اين', 'كتاب', 'توسط', 'نويسنده', 'مارتين', 'والز', 'در', 'فرانكفورت', 'تجليل', 'شد', 'و', 'از', 'طرف', 'اتحاديه', 'كتابفروشان', 'به', 'اين', 'كتاب', 'جايزه', 'تعلق', 'گرفت', '.']"
4573,"[16 12  6 12 12 12  0 16 12 22  3 12  0 22  3  1 22 16  0 12 12 12 12 16
  0 22  5]","['در', 'مورد', 'اين', 'بحث', 'چهارم', 'سخن', 'مربوط', 'به', 'حال', 'نميشود', 'بلكه', 'سابقهاي', 'داشته', 'است', 'و', 'گويا', 'ميخواستند', 'با', 'بزرگ', 'جلوه', 'دادن', 'موضوع', 'افكار', 'را', 'متمركز', 'كنند', '.']"
4574,"[12  0  0  6 12 22  5 12 16 12 16 18  3 22 12 16 12  3 16 12 12 22  3  6
 12 12 22 12 22  5]","['مساال', 'مبرم', 'شامل', 'اين', 'مساال', 'ميشدند', ':', 'بحث', 'در', 'رابطه', 'با', 'اين', 'كه', 'بايد', 'يادبودي', 'براي', 'يهودياني', 'كه', 'در', 'اروپا', 'زندگي', 'ميكردند', 'و', 'اين', 'گونه', 'كشتار', 'شدند', 'قرار', 'دهند', '.']"
4575,"[12 16 12 12  0 12 16 12 12 12  3 12  3 16 12  6 12 22 16 12  0  3  0 12
 22  5]","['بحث', 'در', 'مورد', 'گناه', 'دستهجمعي', 'آلمانيها', 'در', 'مورد', 'مساوليت', 'گذشته', 'و', 'امروز', 'كه', 'در', 'مورد', 'اين', 'مساله', 'بايد', 'به', 'طور', 'كامل', 'و', 'مفصل', 'صحبت', 'بشود', '.']"
4576,[16 12 12  0 22  6 12 16 12 22  3  6 12 22 12 12  0 16 16 12 22  5],"['از', 'نقطه', 'نظرهاي', 'متفاوت', 'بايد', 'اين', 'مساله', 'را', 'حلو', 'كرد', 'كه', 'چه', 'كسي', 'بايد', 'گناه', 'كشتار', 'دستهجمعي', 'را', 'به', 'گردن', 'بگيرد', '.']"
4577,[ 5 12 12 16 12  0  5 12 12 12 18 16  6 12 22  5],"['""', 'دو', 'سمت', 'از', 'كشتار', 'دستهجمعي', '""', 'موش', 'سوكرمان', 'كتاب', 'خود', 'را', 'اين', 'گونه', 'ناميد', '.']"
4578,[16  0 12 16 12 18 12 12 12  0 16 12 16 12 22  5],"['در', 'دومين', 'فصل', 'از', 'كتابش', 'او', 'وسيله', 'شدن', 'كشتار', 'دستهجمعي', 'در', 'اسراايل', 'را', 'حلو', 'ميكند', '.']"
4579,"[12 16 12 12 12 22  3  6 12  1 12  0 16 18  0 22  3  1  6 12 16 12 12 16
 12 22  5]","['مساله', 'در', 'مورد', 'وسيله', 'شدن', 'است', 'كه', 'اين', 'مساله', 'جديدا', 'رنگ', 'تازهاي', 'به', 'خود', 'گرفته', 'است', 'كه', 'باز', 'اين', 'موضوع', 'با', 'سخنان', 'بالرز', 'در', 'ارتباط', 'است', '.']"
4580,[12 12 22  3 16 12 12 16 16 12 16 12 12  0 16 12 22  5],"['بالرز', 'كسي', 'است', 'كه', 'در', 'سخنانش', 'عبارتهايي', 'را', 'در', 'ارتباط', 'با', 'تراژدي', 'كشتار', 'دستهجمعي', 'به', 'كار', 'ميبرد', '.']"
4581,[12 12  0  6 16 12 12 12 16 12  0 16 12 12  0  0 22  5],"['تراژدي', 'كشتار', 'دستهجمعي', 'همان', 'به', 'قتل', 'رساندن', 'يهوديان', 'در', 'گورهاي', 'دستهجمعي', 'در', 'سالهاي', 'جنگ', 'جهاني', 'دوم', 'است', '.']"
4582,[ 1 16 12 12 18  0 22  3 16 12  3 12 12 12 22  5],"['البته', 'در', 'مورد', 'ديدگاه', 'او', 'لازم', 'است', 'كه', 'به', 'روشني', 'و', 'وضوح', 'مساله', 'تشريح', 'بشود', '.']"
4583,"[12 12 22  3 12 12 12  0  3 16 12  0 16 12 22  5 16 12  0  5 12  5  0 22
  5]","['سوكرمان', 'نشان', 'داد', 'كه', 'مفهوم', 'كلمه', 'كشتار', 'دستهجمعي', 'كه', 'به', 'طور', 'مكرر', 'به', 'كار', 'ميرود', '،', 'به', 'زبان', 'عبري', '""', 'شوا', '""', 'گفته', 'ميشود', '.']"
4584,[ 1 12  0 16 20 21 12  0  3 16 12  0 16 12  1 16 12  0 22  5],"['البته', 'زبان', 'عبري', 'به', 'هر', 'گونه', 'هدف', 'معمولي', 'و', 'به', 'بهانههاي', 'پوچ', 'در', 'اسراايل', 'كم', 'به', 'كار', 'برده', 'ميشود', '.']"
4585,[12 12  3 16 12 12 22  5  0 12  0  3 12  0 22  5],"['موش', 'سوكرمان', 'كه', 'در', 'تلآويو', 'زندگي', 'ميكند', '،', 'مشغول', 'كارهاي', 'فرهنگي', 'و', 'فعاليتهاي', 'آموزشي', 'است', '.']"
4586,[18 16 12 12  3 12  0 16 18 12  0 22 12 22  5],"['او', 'در', 'يك', 'كنفرانس', 'كه', 'هيات', 'علمي', 'از', 'او', 'دعوت', 'كرده', 'بود', 'شركت', 'كرد', '.']"
4587,[12 12 12 16  6 12 12  0 12 22  5],"['خطمشي', 'مورد', 'تفسير', 'در', 'اين', 'كنفرانس', 'فرهنگ', 'سياسي', 'اسراايل', 'بود', '.']"
4588,[ 3 16 12  0 16 12 12  0 12 12  3 12  0 22  5],"['چون', 'به', 'اندازث', 'كافي', 'در', 'مورد', 'فرهنگ', 'سياسي', 'آلمان', 'بحث', 'و', 'گفتگو', 'شده', 'بود', '.']"
4589,[18 16 12 12 16 12 12 22  5],"['او', 'در', 'سال', '1949', 'در', 'تلآوويو', 'متولد', 'شد', '.']"
4590,[18 16 12 12 16 12 12 16 12 12 22  5],"['او', 'از', 'سال', '1960', 'تا', 'سال', '1970', 'در', 'فرانكفورت', 'زندگي', 'ميكرد', '.']"
4591,[12  0  3 16 12 18  0 22  5 16 12 12 12  3 12 12 18 16 12 12 12 22  5],"['بعد', 'سمبوليكي', 'كه', 'در', 'كتابهاي', 'او', 'مطرح', 'است', '،', 'در', 'سال', '1969', 'جامعهشناس', 'و', 'فيلسوف', 'تاودُر', 'آن', 'را', 'مورد', 'بررسي', 'قرار', 'ميدهد', '.']"
4592,[16 12 12  0 12  0 22  5],"['براي', 'آدرنا', 'اهميت', 'قانوني', 'سوكرمان', 'مهم', 'است', '.']"
4593,[12  3 16 12  0 16 12 12 12 12 22  3 20 12 16 18 16 12 12 22  5],"['سوكرمان', 'كه', 'با', 'احترام', 'زياد', 'از', 'كتابهاي', 'آدرنا', 'نقل', 'قول', 'ميكند', 'و', 'هيچ', 'وقت', 'از', 'او', 'به', 'بدي', 'ياد', 'نميكند', '.']"
4594,[12  0  3  0 16 12  3 12 12 16 12 12 22  5],"['بحث', 'مهم', 'و', 'داغ', 'بين', 'يونترگراس', 'و', 'يوري', 'كنوك', 'درباره', 'صدام', 'حسين', 'است', '.']"
4595,[12 16 12 12 12 12 16 12 12 12 22  3 16 12 12  0 22  5],"['بحث', 'در', 'مورد', 'عهدنامه', 'سازمان', 'ملل', 'در', 'مورد', 'صدام', 'حسين', 'است', 'كه', 'در', 'سال', '1991', 'نوشته', 'شد', '.']"
4596,[ 6 12 12 12 12 16 12 12 22  5],"['اين', 'عهدنامه', 'هنگام', 'جنگ', 'عراق', 'در', 'خليجفارس', 'تنظيم', 'شد', '.']"
4597,"[16 12  3 12  0  1 16 12 12 12 12 22  3 12 16 12  6 12 16 12  0 16 12  1
 12  0 22  5]","['در', 'روزنامهها', 'و', 'مجلات', 'اسراايلي', 'علنا', 'با', 'دانيل', 'گلدخاگن', 'بحث', 'صورت', 'گرفت', 'و', 'سوكرمان', 'در', 'مورد', 'اين', 'موضوعات', 'به', 'طور', 'آشكار', 'در', 'كتابش', 'مفصلا', 'توضيح', 'داده', 'است', '.']"
